Age,Gender,Country,Device,GameGenre,SessionCount,AverageSessionLength,SpendingSegment,InAppPurchaseAmount,FirstPurchaseDaysAfterInstall,PaymentMethod,LastPurchaseDate
49.0,1,4,1,11,10,32.26,1,13.73,15.0,2,56
50.0,1,12,0,14,9,6.15,1,14.85,23.0,2,159
38.0,1,15,0,6,8,23.41,1,17.49,30.0,2,85
33.0,1,16,1,8,6,24.02,0,256.66,17.0,3,187
44.0,1,11,0,0,12,17.97,1,10.96,22.0,6,29
46.0,1,10,1,10,13,9.01,1,5.74,15.0,6,75
40.0,1,3,0,9,19,27.66,1,11.08,30.0,0,175
26.0,1,16,0,2,9,17.64,1,15.96,18.0,0,126
39.0,0,26,0,8,12,26.78,1,11.28,23.0,3,72
50.0,0,6,0,3,11,29.64,1,10.49,24.0,4,200
30.0,0,11,1,4,10,16.32,1,12.78,9.0,1,178
32.0,1,6,0,12,10,32.16,1,18.37,14.0,3,223
50.0,1,24,0,9,11,9.71,1,8.61,2.0,1,123
54.0,0,8,1,7,9,34.33,1,6.0,2.0,1,134
53.0,0,3,0,4,12,28.73,1,4.34,24.0,1,67
43.0,1,23,0,0,9,30.4,1,1.16,26.0,0,156
16.0,1,2,0,3,13,24.32,1,3.2,16.0,5,219
30.0,1,20,1,5,15,23.0,1,11.975000000000001,16.0,3,150
25.0,1,25,1,11,7,25.4,1,2.04,15.0,3,115
41.0,1,8,1,3,5,29.48,1,15.75,2.0,5,182
44.0,1,19,1,12,12,32.87,1,1.22,25.0,5,60
32.0,1,20,0,3,13,31.0,1,6.19,26.0,5,219
31.0,0,22,0,0,10,20.06,1,14.13,22.0,3,64
27.0,0,12,1,6,9,32.78,1,14.88,27.0,1,80
33.0,0,15,0,1,11,30.7,0,489.74,16.0,2,91
13.0,1,3,0,13,7,7.84,1,6.11,1.0,1,89
50.0,1,12,0,10,11,18.37,1,7.29,16.0,2,38
51.0,1,3,0,5,9,27.98,1,12.38,22.0,4,65
40.0,0,15,1,10,5,25.11,1,5.84,19.0,0,198
52.0,1,9,1,2,8,25.06,0,75.29,8.0,0,179
45.0,1,25,1,8,14,6.73,0,64.59,9.0,5,23
33.0,0,25,0,4,7,26.96,1,18.67,10.0,1,89
28.0,1,11,0,12,9,16.85,0,181.32,24.0,6,215
26.0,1,25,0,5,11,23.97,1,11.88,23.0,2,75
21.0,0,6,0,9,12,33.83,1,17.52,21.0,5,89
43.0,0,20,0,9,15,22.33,1,6.46,3.0,6,139
14.0,1,22,1,12,9,32.98,1,8.88,5.0,2,206
40.0,1,0,1,11,8,21.85,1,2.79,15.0,3,116
52.0,1,1,0,4,9,6.9,1,8.22,24.0,6,147
54.0,0,5,0,10,14,22.39,1,17.56,18.0,2,47
23.0,0,26,0,11,11,23.83,1,11.975000000000001,16.0,3,150
39.0,1,6,1,4,8,23.64,1,18.85,5.0,6,168
14.0,1,6,0,8,13,25.8,1,14.3,8.0,0,28
50.0,1,10,0,2,11,10.28,1,8.43,20.0,2,5
14.0,1,2,0,5,12,12.79,1,18.33,19.0,1,108
20.0,1,1,0,2,14,14.41,1,12.29,7.0,2,3
13.0,1,20,0,5,10,7.51,1,3.07,1.0,2,140
42.0,1,22,1,10,12,9.94,0,253.99,29.0,4,3
47.0,0,20,1,3,9,28.94,1,0.11,27.0,2,34
24.0,0,18,1,8,13,15.83,1,19.3,23.0,1,188
49.0,1,25,0,9,7,30.8,1,6.22,24.0,5,223
44.0,0,4,0,5,9,23.39,1,5.08,8.0,2,70
25.0,0,26,0,6,14,16.15,1,0.71,27.0,0,98
27.0,1,10,0,6,10,14.07,1,7.09,13.0,4,74
14.0,1,10,0,3,14,8.85,2,3521.5,24.0,6,192
21.0,1,4,0,7,7,23.39,1,18.93,12.0,1,140
36.0,1,7,0,11,6,28.52,1,2.53,21.0,1,207
41.0,1,18,1,2,15,20.71,1,8.2,11.0,3,165
47.0,0,12,0,7,10,32.83,1,0.71,27.0,6,113
21.0,1,7,1,6,12,30.64,1,16.58,5.0,0,204
33.0,1,26,1,1,7,26.56,1,4.92,2.0,1,167
33.0,0,14,1,7,10,17.28,1,18.6,23.0,0,120
26.0,1,0,0,14,9,10.64,1,7.56,28.0,2,140
24.0,1,9,0,0,13,9.78,1,4.0,26.0,1,0
31.0,2,23,0,6,11,19.91,0,71.81,22.0,6,193
51.0,1,13,0,8,10,23.37,1,12.14,5.0,1,218
27.0,1,10,0,2,6,23.74,1,15.17,3.0,3,130
18.0,1,22,1,14,2,25.79,0,251.16,20.0,6,36
33.0,1,9,0,14,10,33.35,0,99.02,20.0,2,8
20.0,1,12,1,10,11,28.32,1,6.15,6.0,4,204
38.0,1,1,1,7,15,23.03,1,2.32,7.0,0,129
16.0,0,21,0,9,17,32.46,1,3.73,22.0,1,146
23.0,1,22,0,13,13,21.6,0,11.975000000000001,16.0,3,150
31.0,0,2,0,9,6,13.77,0,78.27,30.0,6,188
39.0,1,18,1,2,14,9.08,1,12.68,24.0,5,202
37.0,1,24,1,7,8,20.19,0,490.26,3.0,1,22
17.0,1,26,1,14,8,21.14,1,6.85,19.0,1,37
24.0,2,7,0,10,15,24.14,1,15.15,12.0,5,15
17.0,1,17,1,4,4,11.31,1,1.43,4.0,1,102
35.0,0,24,1,8,16,31.32,1,3.2,14.0,2,110
13.0,1,4,1,11,6,16.99,1,13.85,3.0,0,109
48.0,0,25,0,14,9,30.04,1,15.36,19.0,2,196
27.0,1,16,0,6,6,24.19,1,4.56,28.0,5,223
36.0,1,9,0,2,8,29.38,1,2.03,17.0,1,179
26.0,1,22,1,0,7,30.69,1,7.81,7.0,1,49
46.0,1,19,1,10,11,12.68,1,8.43,27.0,4,55
50.0,2,17,0,4,15,30.19,1,17.8,26.0,5,164
26.0,1,18,0,9,14,14.46,1,11.975000000000001,16.0,3,150
35.0,0,13,1,12,10,26.44,1,14.04,30.0,2,145
45.0,0,0,0,6,12,12.44,1,18.47,27.0,3,85
28.0,0,2,1,11,11,6.01,0,357.06,11.0,4,72
27.0,1,20,0,9,12,23.29,1,7.33,16.0,3,58
46.0,1,22,1,2,17,29.52,1,6.15,23.0,5,146
38.0,1,5,1,2,6,28.17,1,12.07,0.0,6,2
46.0,1,3,0,0,9,11.33,1,7.54,16.0,2,126
45.0,0,10,1,6,13,17.89,1,8.37,25.0,0,17
47.0,0,15,0,0,9,26.95,1,4.02,5.0,4,194
30.0,0,8,1,9,6,18.69,0,11.975000000000001,16.0,3,150
16.0,1,2,0,0,16,14.1,1,1.79,20.0,0,54
52.0,0,15,0,4,9,5.56,1,15.95,18.0,4,150
46.0,0,2,1,6,5,27.78,0,201.82,12.0,5,77
51.0,1,4,0,11,8,17.07,1,11.65,27.0,6,91
38.0,1,21,1,9,16,18.55,1,5.51,2.0,5,154
48.0,1,22,0,10,12,20.93,1,5.61,7.0,6,1
29.0,1,4,1,14,13,10.33,1,10.06,12.0,4,142
22.0,1,25,1,4,3,31.85,1,6.02,8.0,4,64
34.0,0,15,1,2,9,6.45,1,12.81,11.0,2,169
23.0,1,21,1,10,8,9.08,1,17.89,10.0,2,195
32.0,1,3,1,2,7,29.83,1,7.44,19.0,0,200
21.0,1,24,1,11,9,14.2,1,13.8,12.0,2,83
38.0,1,10,0,3,10,31.07,2,3742.35,25.0,1,165
33.0,0,7,1,14,11,8.19,0,459.92,9.0,4,86
17.0,0,17,1,7,8,26.99,1,12.02,14.0,4,145
43.0,1,2,0,10,19,18.7,1,10.17,12.0,4,197
41.0,1,23,0,12,10,15.1,1,17.16,0.0,3,187
38.0,0,15,0,9,13,31.99,1,7.33,12.0,4,79
14.0,0,1,0,10,3,32.44,1,2.74,10.0,4,102
31.0,1,11,1,12,9,20.55,1,6.95,18.0,5,203
21.0,0,11,0,4,7,8.84,2,1032.82,6.0,6,48
47.0,0,5,0,12,7,15.71,1,11.975000000000001,16.0,3,150
44.0,1,18,1,14,9,28.37,1,2.64,24.0,5,182
23.0,2,12,0,6,8,17.26,1,14.32,12.0,1,61
19.0,1,18,1,10,10,12.81,1,9.2,22.0,2,128
19.0,0,0,0,12,15,29.44,0,51.92,21.0,0,82
29.0,1,12,0,14,9,31.18,1,17.28,30.0,1,40
16.0,1,20,1,14,9,13.09,0,89.86,5.0,6,52
13.0,0,3,1,2,7,31.33,1,9.91,20.0,6,74
44.0,0,20,1,14,12,25.18,1,8.23,28.0,6,134
14.0,0,0,0,9,9,24.06,1,6.18,3.0,4,26
24.0,1,5,0,5,7,16.56,0,350.08,24.0,4,167
14.0,1,13,1,0,6,33.22,1,2.92,29.0,6,142
31.0,0,4,1,11,10,13.6,1,11.975000000000001,16.0,3,150
14.0,0,23,0,6,9,25.35,1,1.0,8.0,3,185
43.0,1,1,0,1,12,34.52,1,15.39,18.0,6,115
40.0,1,21,0,8,15,27.53,1,10.21,19.0,2,72
33.0,1,15,1,2,8,31.99,1,18.03,12.0,6,118
21.0,1,6,0,12,15,13.99,1,14.7,29.0,2,110
52.0,1,24,1,1,14,16.58,1,17.49,15.0,0,129
48.0,1,13,0,2,10,10.9,0,352.43,8.0,0,117
48.0,0,7,0,8,7,15.14,1,17.25,7.0,3,144
48.0,1,3,1,7,12,22.84,1,5.18,3.0,6,212
35.0,1,24,1,14,14,16.28,2,1933.91,6.0,2,175
33.0,1,4,0,2,11,33.99,1,1.92,28.0,0,117
50.0,1,17,0,10,13,34.51,1,12.62,18.0,0,29
34.0,1,26,1,4,8,21.36,1,3.9,20.0,0,113
23.0,0,14,0,13,11,23.71,1,16.62,18.0,3,171
46.0,0,17,0,4,9,16.41,1,13.89,0.0,0,70
33.0,0,14,0,4,15,6.68,1,0.44,19.0,1,154
49.0,0,1,0,12,5,8.43,1,15.22,6.0,5,167
37.0,2,24,0,6,14,28.41,0,280.61,10.0,0,114
39.0,0,4,0,3,8,16.01,1,13.63,20.0,4,157
49.0,1,19,0,0,13,10.45,2,874.91,27.0,4,62
24.0,0,10,0,6,12,32.81,1,1.61,14.0,0,220
36.0,1,10,0,13,8,10.93,1,0.92,14.0,2,175
28.0,1,6,0,5,12,15.73,1,6.58,17.0,0,30
23.0,1,24,0,11,10,24.03,1,13.95,2.0,3,109
46.0,1,0,1,12,15,32.17,1,6.73,25.0,5,114
43.0,1,2,0,13,22,33.28,1,2.55,9.0,5,88
17.0,0,10,0,3,15,15.56,1,10.11,29.0,1,100
23.0,0,24,0,4,12,7.43,1,13.43,0.0,2,83
23.0,1,16,0,14,10,29.05,1,4.42,9.0,1,221
17.0,0,10,0,1,6,5.32,1,5.89,23.0,1,26
29.0,1,8,0,0,15,14.24,1,11.67,30.0,1,223
34.0,0,12,0,10,11,22.74,0,11.975000000000001,16.0,3,150
49.0,0,21,1,0,6,29.69,1,4.48,10.0,5,91
37.0,1,17,0,2,6,32.75,1,6.15,24.0,5,221
54.0,1,1,1,1,10,9.84,1,4.07,19.0,3,116
45.0,1,23,0,3,10,27.86,1,4.43,8.0,4,122
21.0,1,6,0,5,8,34.08,1,1.89,25.0,6,1
25.0,1,10,0,0,5,6.79,1,11.975000000000001,16.0,3,150
42.0,1,26,0,4,8,5.24,1,12.17,9.0,6,129
32.0,1,13,0,8,12,17.45,0,271.69,15.0,1,92
26.0,1,19,0,4,15,18.51,1,16.14,19.0,2,29
35.0,1,5,0,7,10,21.4,1,9.47,10.0,5,36
20.0,1,10,0,11,7,10.57,1,13.21,24.0,2,123
50.0,1,8,1,6,10,18.78,1,6.79,27.0,3,192
15.0,0,16,0,0,15,25.67,1,13.34,20.0,5,1
49.0,1,10,1,8,10,26.21,1,0.85,24.0,6,145
40.0,0,3,1,9,14,6.27,1,17.24,2.0,0,182
37.0,1,10,0,2,5,20.22,1,19.1,6.0,6,172
33.0,0,13,0,2,10,27.01,1,16.3,7.0,6,160
44.0,0,20,0,4,9,27.06,1,14.99,9.0,0,149
13.0,1,1,0,5,10,12.4,1,13.15,27.0,1,54
28.0,0,26,1,2,12,8.91,1,15.07,29.0,1,41
14.0,1,16,0,1,10,27.94,0,358.94,5.0,0,32
25.0,0,23,0,11,8,19.84,1,3.75,13.0,6,60
27.0,1,15,0,7,15,13.04,0,11.975000000000001,16.0,3,150
13.0,0,10,0,2,17,13.56,1,16.72,12.0,3,2
31.0,1,24,0,7,10,30.18,0,64.16,25.0,4,117
47.0,1,10,0,11,11,31.72,1,11.07,11.0,6,183
20.0,0,7,1,9,12,20.01,1,13.73,14.0,1,144
16.0,0,21,0,0,11,20.45,0,303.31,23.0,0,132
20.0,1,19,0,14,7,10.15,1,18.18,6.0,2,57
26.0,1,21,1,14,13,5.16,1,7.51,26.0,4,91
43.0,1,2,0,12,5,31.15,1,17.99,28.0,6,142
39.0,0,26,1,11,8,11.63,1,18.82,9.0,1,74
31.0,0,10,0,13,8,10.37,1,3.71,13.0,3,166
25.0,1,16,1,13,11,13.2,1,19.92,27.0,1,152
20.0,0,11,1,11,8,28.96,1,7.04,8.0,1,172
53.0,1,25,1,10,8,25.1,1,13.65,3.0,5,190
37.0,1,0,1,6,10,17.18,0,455.36,3.0,6,223
37.0,1,11,0,14,9,14.38,1,8.72,17.0,1,34
26.0,1,10,0,13,10,9.75,0,388.28,22.0,2,133
38.0,0,24,0,12,12,30.48,0,45.1,0.0,4,150
26.0,1,2,1,11,9,12.2,1,13.59,22.0,6,86
18.0,1,3,1,4,10,25.71,1,7.73,13.0,1,54
52.0,0,10,0,13,5,7.37,1,10.7,5.0,4,112
36.0,1,17,0,10,14,6.66,1,5.57,2.0,3,166
15.0,0,22,1,0,6,10.03,0,194.89,22.0,4,196
23.0,0,24,0,11,11,30.3,1,19.01,22.0,5,24
42.0,1,9,1,10,15,7.97,1,2.75,12.0,3,147
29.0,1,18,0,9,10,14.98,1,10.2,6.0,5,116
48.0,1,10,0,9,14,15.24,0,381.79,23.0,5,25
15.0,1,24,1,8,6,29.81,1,18.33,18.0,0,23
51.0,1,21,1,6,4,15.87,0,47.61,26.0,6,72
52.0,0,7,0,2,11,20.49,1,12.21,5.0,5,33
27.0,0,18,0,6,9,20.08,1,19.63,3.0,2,132
20.0,1,25,1,6,5,28.62,1,7.47,19.0,4,198
35.0,0,4,0,13,15,11.21,0,435.01,28.0,6,140
27.0,1,17,0,5,11,24.3,1,5.46,25.0,6,30
16.0,0,16,0,9,13,28.48,1,18.51,12.0,0,39
14.0,1,2,1,9,10,30.47,1,0.97,25.0,4,79
51.0,1,19,0,5,15,31.07,1,6.63,17.0,6,126
25.0,1,24,1,2,14,22.87,1,16.68,20.0,4,101
20.0,0,4,1,6,13,26.8,1,8.14,9.0,4,66
53.0,0,12,0,14,12,5.4,1,18.02,13.0,5,76
37.0,0,5,1,14,11,29.22,1,8.73,30.0,0,160
13.0,0,25,0,11,13,20.84,0,176.78,28.0,4,123
22.0,0,19,0,0,11,25.91,1,3.12,27.0,6,71
17.0,1,8,1,9,4,19.94,1,7.28,1.0,2,192
41.0,0,10,0,8,10,24.49,1,19.46,13.0,5,131
14.0,0,11,0,8,8,9.8,1,15.33,29.0,5,124
30.0,1,12,0,8,11,27.9,1,13.67,9.0,4,95
20.0,1,0,0,0,6,5.92,1,6.1,5.0,1,180
43.0,1,20,1,11,20,16.92,1,14.49,24.0,6,74
38.0,1,11,1,10,13,26.87,1,16.86,27.0,4,97
29.0,0,17,1,8,7,9.03,1,15.45,10.0,3,193
36.0,2,9,0,9,7,9.31,1,4.45,9.0,6,42
33.0,1,3,0,7,11,26.59,1,10.66,19.0,5,119
26.0,0,12,1,6,15,23.65,1,15.65,5.0,0,118
31.0,1,4,1,14,12,34.84,1,8.16,8.0,1,119
19.0,0,18,1,13,11,17.13,1,5.22,11.0,4,79
30.0,1,12,1,14,9,7.78,1,5.78,9.0,5,0
32.0,1,16,1,10,9,27.73,1,0.58,8.0,6,210
43.0,1,22,1,13,9,33.45,0,42.95,29.0,0,120
15.0,1,18,0,4,10,26.67,1,16.08,0.0,1,150
33.0,1,21,0,4,17,26.68,0,436.8,4.0,6,140
24.0,1,0,1,8,11,32.03,1,8.7,30.0,6,150
32.0,0,14,0,8,9,13.42,1,11.4,28.0,0,67
41.0,1,25,0,10,12,29.42,1,13.5,25.0,3,153
46.0,1,3,0,8,5,18.13,1,8.24,21.0,6,153
36.0,1,22,0,0,12,6.41,1,6.25,18.0,2,88
31.0,1,9,1,10,13,27.7,1,11.08,10.0,2,161
38.0,1,6,1,2,12,9.02,1,8.65,2.0,6,209
29.0,0,2,0,14,12,20.39,1,13.95,4.0,6,147
37.0,1,7,1,10,10,26.27,0,370.83,16.0,6,106
26.0,0,4,1,1,12,30.23,1,11.975000000000001,16.0,3,150
29.0,0,4,0,3,10,17.8,1,8.01,4.0,6,192
38.0,1,9,0,10,15,14.65,1,2.71,0.0,1,5
20.0,1,3,1,2,11,8.18,1,14.6,25.0,4,13
39.0,1,12,0,0,9,10.4,1,9.23,20.0,0,152
13.0,1,14,0,9,14,9.04,1,9.56,19.0,1,214
25.0,0,3,0,8,11,27.38,1,4.4,17.0,3,83
38.0,1,14,0,12,10,28.95,1,11.88,5.0,0,21
16.0,1,5,1,11,10,14.63,1,11.975000000000001,16.0,3,150
30.0,0,5,0,12,5,13.33,0,435.73,15.0,6,74
39.0,1,2,1,5,12,12.43,1,16.84,4.0,6,190
30.0,1,10,0,10,6,21.43,2,618.77,20.0,3,10
24.0,0,9,1,5,10,5.67,1,10.07,19.0,2,156
29.0,1,18,0,11,12,22.6,1,11.83,25.0,6,213
45.0,1,2,1,4,9,6.94,1,19.74,14.0,0,176
40.0,1,12,0,2,14,11.75,2,1852.48,21.0,4,187
31.0,1,22,0,11,9,24.15,1,19.77,6.0,6,134
45.0,0,23,0,2,9,13.19,1,12.46,19.0,4,58
48.0,1,5,0,5,12,20.98,1,5.44,24.0,0,150
34.0,0,24,0,7,9,17.71,1,7.54,3.0,1,9
44.0,1,21,0,6,6,34.12,1,14.05,9.0,4,105
32.0,0,16,1,6,8,5.78,1,7.41,0.0,4,212
21.0,0,2,0,7,12,31.86,1,9.69,1.0,4,129
20.0,1,10,0,4,10,31.26,1,13.51,15.0,6,149
30.0,0,18,1,13,9,13.52,1,4.02,18.0,6,151
33.0,0,13,0,14,9,23.91,1,18.34,14.0,5,210
28.0,0,8,1,13,7,7.87,1,5.3,4.0,2,18
20.0,1,22,1,10,7,8.27,1,5.43,29.0,0,7
17.0,1,0,0,10,9,31.74,1,16.3,23.0,2,115
43.0,1,21,0,6,8,23.08,1,12.12,0.0,3,77
46.0,0,5,0,2,8,12.28,1,5.81,10.0,1,4
42.0,0,8,1,7,10,19.82,1,7.54,4.0,1,12
21.0,1,7,0,10,6,9.72,1,0.16,23.0,5,59
30.0,1,1,0,12,9,21.7,1,0.46,26.0,1,74
32.0,1,22,0,9,8,15.89,1,11.975000000000001,16.0,3,150
15.0,1,15,1,4,11,27.48,1,11.55,22.0,0,101
54.0,1,17,0,0,9,5.79,1,14.7,3.0,3,193
47.0,1,9,1,7,11,12.64,0,286.74,22.0,6,153
41.0,2,11,1,0,5,31.58,1,6.84,8.0,1,12
45.0,1,12,1,2,9,26.89,0,24.05,2.0,6,75
18.0,1,0,1,4,10,6.92,1,3.34,22.0,5,31
26.0,0,2,0,8,9,32.57,1,2.81,19.0,0,77
47.0,1,17,1,14,7,25.82,1,16.61,10.0,6,64
22.0,0,22,1,7,9,19.69,1,14.44,22.0,2,30
21.0,1,0,0,0,9,12.59,1,14.98,23.0,3,46
25.0,1,10,0,5,10,31.23,1,12.16,4.0,5,86
35.0,1,10,0,9,16,31.58,1,19.15,17.0,3,136
30.0,1,15,1,6,11,20.9,1,14.2,16.0,5,206
15.0,1,11,1,2,8,14.91,2,4931.98,22.0,6,195
24.0,0,2,1,4,6,20.55,1,8.23,5.0,5,99
38.0,1,15,0,9,7,25.49,1,14.22,18.0,2,218
13.0,1,2,1,10,15,6.46,0,493.89,16.0,5,109
27.0,0,22,0,1,11,22.21,1,15.41,18.0,4,103
20.0,0,0,0,5,10,18.66,1,10.12,2.0,4,84
35.0,1,5,1,13,2,30.95,0,429.18,18.0,5,39
26.0,0,25,0,0,14,22.97,1,7.57,14.0,3,26
23.0,0,4,1,3,5,13.35,1,4.61,13.0,0,202
17.0,1,8,1,3,9,22.46,0,53.08,20.0,6,200
27.0,0,11,1,5,8,5.55,1,3.55,2.0,0,164
48.0,0,10,0,11,13,28.73,1,18.92,15.0,2,98
49.0,1,18,0,11,11,16.35,1,11.975000000000001,16.0,3,150
43.0,0,16,0,3,5,20.18,1,15.1,19.0,6,162
42.0,0,8,0,6,14,21.7,1,0.6,14.0,5,80
53.0,0,10,1,14,9,27.53,1,14.03,21.0,2,6
34.0,1,7,0,11,13,12.93,1,10.49,13.0,2,158
29.0,1,3,0,13,9,7.39,1,9.61,15.0,5,76
17.0,1,22,0,4,11,8.91,1,15.71,8.0,0,35
33.0,1,0,0,4,12,25.16,1,4.51,7.0,5,178
25.0,1,2,1,4,9,7.59,1,16.91,29.0,5,15
36.0,1,8,0,11,8,21.34,1,7.47,5.0,0,209
46.0,1,0,0,9,9,10.59,1,17.22,26.0,6,135
50.0,0,22,0,8,7,6.79,1,14.38,26.0,4,205
36.0,1,25,0,7,9,29.41,0,154.87,29.0,2,26
18.0,0,4,1,8,12,28.05,1,8.85,6.0,2,182
43.0,0,4,1,2,6,28.02,1,4.28,29.0,5,27
47.0,0,13,1,1,12,19.64,1,5.98,12.0,6,14
26.0,1,5,0,6,13,26.16,1,4.21,22.0,3,144
35.0,1,21,0,0,13,18.43,2,2814.37,22.0,4,35
26.0,1,16,0,12,9,12.14,1,15.02,2.0,6,189
39.0,1,0,0,4,13,16.6,1,14.77,26.0,1,220
32.0,1,3,0,12,6,27.59,1,11.975000000000001,16.0,3,150
23.0,0,19,0,9,5,25.84,1,4.39,18.0,4,130
16.0,0,10,1,6,8,19.59,1,15.71,17.0,3,134
32.0,1,9,0,12,13,20.61,0,279.69,6.0,5,6
50.0,1,4,0,2,5,13.96,1,17.12,15.0,3,111
39.0,0,22,0,5,4,12.81,0,357.29,27.0,2,180
52.0,1,25,0,11,11,21.01,1,13.07,11.0,2,177
18.0,1,5,1,11,5,25.87,1,4.68,28.0,3,114
54.0,1,16,1,8,7,14.44,1,15.03,10.0,1,9
27.0,0,9,1,9,13,21.0,1,4.88,29.0,2,79
13.0,1,1,0,11,10,5.14,1,5.11,4.0,5,211
21.0,1,14,1,10,12,23.38,1,14.11,2.0,2,11
44.0,1,17,0,14,8,32.3,1,11.29,30.0,0,137
51.0,0,2,1,6,7,27.69,1,3.77,2.0,4,206
27.0,0,5,0,7,8,8.48,1,0.94,5.0,6,54
22.0,1,8,0,3,7,20.01,1,0.51,6.0,5,155
20.0,1,22,1,7,5,27.26,0,372.97,10.0,1,136
16.0,1,25,0,0,7,12.68,1,0.4,1.0,3,214
30.0,0,20,0,4,10,17.78,1,6.27,16.0,0,217
44.0,1,7,0,9,13,26.28,1,2.3,25.0,6,2
41.0,0,6,1,14,5,15.53,1,2.74,9.0,2,126
34.0,1,25,0,2,10,27.07,1,4.91,13.0,4,40
33.0,1,10,0,14,14,11.82,1,5.21,8.0,3,33
40.0,0,16,1,14,13,28.65,1,5.32,3.0,5,178
14.0,1,26,1,9,10,12.02,1,18.92,3.0,5,128
32.0,1,18,1,3,9,19.83,1,18.09,24.0,3,205
22.0,0,10,1,14,12,17.0,1,0.32,2.0,4,29
23.0,1,4,0,10,12,11.54,0,11.975000000000001,16.0,3,150
17.0,1,21,1,6,6,31.02,1,15.88,11.0,1,85
13.0,1,24,1,0,8,5.26,1,9.36,17.0,0,5
21.0,0,5,1,2,8,34.37,1,13.6,13.0,4,171
25.0,0,23,1,5,15,33.74,1,3.56,20.0,0,46
22.0,0,18,0,14,8,32.26,1,6.85,26.0,6,168
38.0,0,20,0,10,7,12.7,1,1.09,14.0,5,166
39.0,1,0,1,7,10,30.17,1,7.24,27.0,6,214
39.0,0,7,0,10,7,24.89,1,2.08,24.0,0,13
52.0,1,10,0,6,11,16.65,1,18.17,30.0,4,80
19.0,1,15,0,11,15,15.83,1,19.77,28.0,6,25
25.0,1,0,0,7,8,33.19,1,5.16,28.0,4,88
54.0,1,10,0,11,13,22.28,0,153.06,30.0,3,33
45.0,1,24,0,9,13,33.68,1,5.03,22.0,6,194
53.0,0,15,1,11,12,26.29,1,9.98,19.0,4,189
24.0,1,20,0,6,7,11.24,1,0.16,19.0,6,109
40.0,0,1,1,9,8,9.99,1,19.09,11.0,5,62
16.0,0,10,1,10,11,10.41,1,12.62,21.0,1,47
47.0,1,17,0,12,12,17.56,1,8.12,22.0,3,134
18.0,1,15,0,11,6,10.0,1,11.975000000000001,16.0,3,150
33.0,1,14,0,4,11,10.26,1,3.23,30.0,5,60
14.0,0,0,0,13,10,23.95,1,8.63,3.0,3,82
52.0,1,22,0,11,15,22.67,1,12.18,24.0,1,85
48.0,1,1,0,2,12,28.27,0,283.48,8.0,0,110
41.0,1,22,0,9,12,9.47,1,8.67,25.0,3,182
18.0,1,6,0,14,9,27.15,0,126.91,23.0,6,224
45.0,1,1,1,6,5,34.18,0,143.85,6.0,1,187
39.0,0,23,1,7,13,22.51,1,5.0,8.0,2,42
46.0,1,6,1,2,8,10.85,1,0.64,2.0,1,92
21.0,1,14,0,3,12,5.47,0,217.01,18.0,5,110
28.0,1,15,0,6,11,14.66,1,13.39,30.0,3,58
26.0,1,13,0,10,13,24.2,1,13.0,19.0,3,85
21.0,1,17,1,14,10,34.91,1,19.57,5.0,0,149
43.0,0,26,1,11,6,5.82,0,248.93,23.0,0,129
22.0,0,0,0,11,10,15.43,0,396.97,8.0,4,18
13.0,1,12,0,12,10,13.34,0,438.93,20.0,3,7
33.0,1,9,0,5,14,8.14,1,6.1,20.0,6,147
36.0,1,16,0,0,12,11.26,0,43.18,20.0,1,35
33.0,0,3,0,13,13,20.46,1,11.975000000000001,16.0,3,150
45.0,1,15,1,13,10,5.16,1,8.09,10.0,3,119
28.0,1,20,1,8,11,32.52,0,244.22,8.0,3,97
41.0,0,11,1,3,11,34.85,1,0.33,19.0,1,181
51.0,0,15,0,1,14,19.16,0,251.63,14.0,1,63
29.0,1,17,1,7,10,17.54,1,15.91,12.0,5,77
29.0,1,23,0,13,9,7.56,1,3.74,14.0,2,4
42.0,1,3,0,7,10,13.59,1,7.2,13.0,4,140
46.0,1,22,0,6,12,30.33,1,14.88,8.0,0,31
35.0,0,16,0,14,8,34.54,1,16.82,26.0,1,37
48.0,0,16,1,6,12,22.78,1,1.04,21.0,3,19
37.0,1,10,0,6,7,18.9,0,311.6,4.0,2,173
24.0,0,19,1,5,15,30.4,1,14.59,30.0,5,19
53.0,0,9,0,13,11,24.63,1,15.28,17.0,3,94
21.0,0,12,0,6,7,30.52,1,19.32,22.0,5,178
31.0,1,19,0,11,9,28.9,1,7.95,23.0,1,108
51.0,1,23,0,12,4,5.49,1,8.67,28.0,2,91
41.0,1,13,0,2,10,17.87,1,11.74,7.0,2,55
23.0,0,12,0,11,17,5.31,1,7.62,6.0,0,207
47.0,0,26,0,2,17,10.92,0,483.85,10.0,3,106
51.0,0,19,1,0,7,32.27,1,4.92,4.0,2,40
18.0,0,10,1,0,16,25.55,1,19.56,10.0,6,164
46.0,0,1,1,4,6,26.66,1,18.4,28.0,0,32
13.0,1,7,0,0,6,18.25,1,3.58,26.0,6,138
34.0,1,3,0,11,10,18.56,1,16.8,0.0,1,89
44.0,1,12,0,7,6,29.58,1,14.94,20.0,0,195
18.0,1,23,0,9,7,29.75,1,1.6,30.0,3,205
35.0,1,6,0,7,11,31.75,1,17.69,22.0,2,78
31.0,0,20,0,12,8,5.03,1,18.31,18.0,5,172
45.0,1,17,1,14,8,28.96,0,348.95,17.0,2,199
51.0,0,14,0,14,7,12.9,1,11.975000000000001,16.0,3,150
